"","OBJECTID","RIVER_ID","SEGMENT_ID","WSR_RIVER_NAME","WSR_RIVER_SHORTNAME","GNIS_NAME","CLASSIFICATION","SEGMENT_MILES","TOTAL_MILES","BEGINNING_POINT_NARRATIVE","ENDING_POINT_NARRATIVE","AGENCY","ORV_CULTURE","ORV_FISH","ORV_GEOLOGIC","ORV_HISTORIC","ORV_RECREATIONAL","ORV_SCENIC","ORV_WILDLIFE","STATE","ORV_OTHER","ORV_ID","ORV_LIST","SEGMENT_ACRES","ADMINISTRATIVE_UNIT","COUNTY","SHAPELEN"
"535",788,"SD20","SD20.3011","Westfield Wild and Scenic River","Westfield","Watson Brook","Scenic",NA,NA,"1.9 miles from confluence","Confluence of West Branch","NPS","No","No","Yes","Yes","Yes","Yes","Yes","Massachusetts","Ecology","SD20.3","Geologic, Historic, Recreation, Scenic, Wildlife, Ecologic",NA,"","",0.0343294212112819
"536",789,"SD20","SD20.3012","Westfield Wild and Scenic River","Westfield","Center Pond Brook","Scenic",NA,NA,"Center pond","confluence of Upper East Branch","NPS","No","No","Yes","Yes","Yes","Yes","Yes","Massachusetts","Ecology","SD20.3","Geologic, Historic, Recreation, Scenic, Wildlife, Ecologic",NA,"","",0.0270403497387591
"537",790,"SD20","SD20.3013","Westfield Wild and Scenic River","Westfield","West Branch Westfield River","Recreational",NA,NA,"Chester/Huntington town line","Confluence of the Main Stem","NPS","No","Yes","Yes","Yes","Yes","Yes","Yes","Massachusetts","Ecology","SD20.1","Fish, Geologic, Historic, Recreation, Scenic, Wildlife, Ecologic",NA,"","",0.0427692290110654
"538",853,"SD10","SD10.7009","Smith Wild and Scenic River","Smith","Little Mill Creek","Recreational",NA,NA,"Little Mill Creek from source in Section 9 T17N R1E","Little Mill Creek to confluence with Smith River","NPS","No","Yes","No","No","No","No","No","California","","SD10.1","Fish",NA,"","",0.0616165483672901
"539",854,"SD11","SD11.1002","Trinity Wild and Scenic River","Trinity","Trinity River","Recreational",NA,NA,"","","BLM, NPS","No","Yes","No","No","No","No","No","California","","","Fish",NA,"","",0.188042443199111
"540",855,"SD11","SD11.2001","Trinity Wild and Scenic River","Trinity","South Fork Trinity River","Wild",5.9,141.1,"South Fork - Forest Glen","Hidden Valley Ranch","USFS, NPS","No","Yes","No","No","No","No","No","California","","","Fish",NA," SHASTA TRINITY NATIONAL FOREST, SIX RIVERS NATIONAL FOREST","TRINITY",0.106914979725072
"541",907,"SD11","SD11.2015","Trinity Wild and Scenic River","Trinity","New River","Wild",5,141.1,"New River - From approximately 1000 feet below the confluence of Virgin and Slide Creek confluence (mileage approximated)","To junction with the East Fork New River in Section 23, T7N, R7E","USFS, NPS","No","Yes","No","No","No","No","No","California","","","Fish",NA," SHASTA TRINITY NATIONAL FOREST, SIX RIVERS NATIONAL FOREST","TRINITY",0.0785952085372992
"542",908,"SD11","SD11.2016","Trinity Wild and Scenic River","Trinity","New River","Recreational",12.5,141.1,"New River - From the junction with the East Fork New River in Section 23, T7N, R7E (mileage approximated)","To 100 yards below Panther Creek Campground in Section 18 T6N, R7E","USFS, NPS","No","Yes","No","No","No","No","No","California","","","Fish",NA," SHASTA TRINITY NATIONAL FOREST, SIX RIVERS NATIONAL FOREST","TRINITY",0.149957918587381
"543",909,"SD11","SD11.2017","Trinity Wild and Scenic River","Trinity","New River","Scenic",5,141.1,"New River - From 100 yards below Panther Creek Campground in Section 18 T6N, R7E (mileage approximated)","To Dyer Creek in Section 25, T26N, R6E","USFS, NPS","No","Yes","No","No","No","No","No","California","","","Fish",NA," SHASTA TRINITY NATIONAL FOREST, SIX RIVERS NATIONAL FOREST","TRINITY",0.0870339696030323
"544",910,"SD11","SD11.2018","Trinity Wild and Scenic River","Trinity","New River","Wild",3,141.1,"New River - From Dyer Creek in Section 25, T26N, R6E (mileage approximated)","To the confluence with Trinity River mainstem","USFS, NPS","No","Yes","No","No","No","No","No","California","","","Fish",NA," SHASTA TRINITY NATIONAL FOREST, SIX RIVERS NATIONAL FOREST","TRINITY",0.0400217072055726
"545",982,"5","5.1027","Rogue Wild and Scenic River","Rogue","Corral Creek","Wild",0.5,NA,"headwaters","the confluence with the Rogue River","BLM","","","","","","","","Oregon","","","",NA,"","",0.0121367541710284
"546",983,"5","5.1010B","Rogue Wild and Scenic River","Rogue","Mule Creek","Wild ",7.8,NA,"the Wild Rogue Wilderness boundary in T.32 S. R. 9 W., sec 29, Willamette Meridian","the confluence with the Rogue River","BLM","","","","","","","","Oregon","","","",NA,"","",0.137353200660372
"547",984,"5","5.1002A","Rogue Wild and Scenic River","Rogue","East Fork Kelsey Creek","Scenic",0.2,NA,"headwaters","the Wild Rogue Wilderness boundary in T. 33 S., R. 8 W., sec. 5, Willamette Meridian","BLM","","","","","","","","Oregon","","","",NA,"","",0.00459306480768626
"548",985,"5","5.1004A","Rogue Wild and Scenic River","Rogue","East Fork Whisky Creek","Scenic",0.9,NA," headwaters "," Wild Rogue Wilderness boundary in T. 33 S., R. 8 W., sec. 11, Willamette Meridian","BLM","","","","","","","","Oregon","","","",NA,"","",0.0100929258063425
"549",986,"5","5.1004C","Rogue Wild and Scenic River","Rogue","East Fork Whisky Creek","Recreational",0.3,NA,"from road 33–8–26","the confluence with Whisky Creek","BLM","","","","","","","","Oregon","","","",NA,"","",0.00469570909420744
"550",987,"5","5.1006B","Rogue Wild and Scenic River","Rogue","Big Windy Creek","Wild",5.8,NA,"from road 34–9–17.1","the confluence with the Rogue River","BLM","","","","","","","","Oregon","","","",NA,"","",0.103528415660169
"551",988,"5","5.1007A","Rogue Wild and Scenic River","Rogue","East Fork Big Windy Creek","Scenic",0.2,NA,"headwaters","to road 34–8–36","BLM","","","","","","","","Oregon","","","",NA,"","",0.00212639719895103
"552",791,"SD20","SD20.3014","Westfield Wild and Scenic River","Westfield","Westfiled River","Recreational",NA,NA,"Confluence with the East Branch and Middle Branch in Huntington Center","Huntington/Russell town line","NPS","No","Yes","Yes","Yes","Yes","Yes","Yes","Massachusetts","Ecology","SD20.1","Fish, Geologic, Historic, Recreation, Scenic, Wildlife, Ecologic",NA,"","",0.00881417484162031
"553",792,"SD3","SD3.3001","Little Beaver Creek Wild and Scenic River","Little Beaver Creek","Middle Fork Little Beaver Creek","Scenic",NA,NA,"The Middle Fork from the vicinity of the County Road 901 (Elkston Road) bridge crossing","To its confluence with the West Fork near Williamsport","NPS","No","Yes","Yes","Yes","Yes","Yes","Yes","Ohio","","SD3.1","Fish, Geologic, Historic, Recreation, Scenic, Wildlife",NA,"","",0.126573389921972
"554",793,"SD3","SD3.3002","Little Beaver Creek Wild and Scenic River","Little Beaver Creek","West Fork Little Beaver Creek","Scenic",NA,NA,"The West Fork from the vicinity of the County Road 914 (Y-Camp Road) bridge crossing","To its confluence with the Middle Fork near Williamsport","NPS","No","Yes","Yes","Yes","Yes","Yes","Yes","Ohio","","SD3.1","Fish, Geologic, Historic, Recreation, Scenic, Wildlife",NA,"","",0.0709790254959147
"555",794,"SD3","SD3.3003","Little Beaver Creek Wild and Scenic River","Little Beaver Creek","Little Beaver Creek","Scenic",NA,NA,"From the confluence of the West Fork with the Middle Fork near Williamsport","To the mouth of Little Beaver Creek","NPS","No","Yes","Yes","Yes","Yes","Yes","Yes","Ohio","","SD3.1","Fish, Geologic, Historic, Recreation, Scenic, Wildlife",NA,"","",0.26888533528261
"556",856,"SD11","SD11.2002","Trinity Wild and Scenic River","Trinity","South Fork Trinity River","Scenic",3.4,141.1,"South Fork - Hidden Valley Ranch","Plummer Creek confluence in Section 8, T1N, R7E","USFS, NPS","No","Yes","No","No","No","No","No","California","","","Fish",NA," SHASTA TRINITY NATIONAL FOREST, SIX RIVERS NATIONAL FOREST","TRINITY",0.10045286853609
"557",857,"SD11","SD11.2003","Trinity Wild and Scenic River","Trinity","South Fork Trinity River","Wild",6.1,141.1,"South Fork - Plummer Creek confluence in Section 8, T1N, R7E","Johnson Creek confluence near the boundary of Sections 13 and 14, T2N, R6E","USFS, NPS","No","Yes","No","No","No","No","No","California","","","Fish",NA," SHASTA TRINITY NATIONAL FOREST, SIX RIVERS NATIONAL FOREST","TRINITY",0.134554333577154
"558",858,"SD11","SD11.2004","Trinity Wild and Scenic River","Trinity","South Fork Trinity River","Scenic",2,141.1,"South Fork - Johnson Creek confluence near the boundary of Sections 13 and 14, T2N, R6E","Boundary of Sections 25 and 36, T3N, R6E","USFS, NPS","No","Yes","No","No","No","No","No","California","","","Fish",NA," SHASTA TRINITY NATIONAL FOREST, SIX RIVERS NATIONAL FOREST","TRINITY",0.0856683739074828
"559",911,"SD11","SD11.7014","Trinity Wild and Scenic River","Trinity","Trinity River","Recreational",NA,NA,"100 yards below Lewiston Dam","Cedar Flat Creek confluence","NPS","No","Yes","No","No","No","No","No","California","","SD11.1","Fish",NA,"","",0.402769332455478
"560",912,"SD11","SD11.7016","Trinity Wild and Scenic River","Trinity","Trinity River","Recreational",NA,NA,"Gray Falls","west boundary of Section 2 T8N R4E","NPS","No","Yes","No","No","No","No","No","California","","SD11.1","Fish",NA,"","",0.053278917633188
"561",913,"228","228.1002","Surprise Canyon Creek Wild and Scenic River","Suprise Canyon Creek","Surprise Canyon Creek","Recreational",1.8,7.1,"From 100 feet upstream of Chris Wicht Camp","The southern boundary of sec. 14, T. 21 S., R. 44 E.","BLM","","","","","","","","California","","","",NA,"","Inyo",0.0304712396600645
"562",914,"228","228.1001","Surprise Canyon Creek Wild and Scenic River","Suprise Canyon Creek","Surprise Canyon Creek","Wild",5.3,7.1,"From the confluence of Frenchman’s Canyon and Water Canyon","100 feet upstream of Chris Wicht Camp","NPS, BLM","","","","","","","","California","","","",NA,"Death Valley National Park","Inyo",0.0912644787282062
"563",989,"5","5.1007B","Rogue Wild and Scenic River","Rogue","East Fork Big Windy Creek","Wild",3.7,NA,"from road 34–8–36","the confluence of Big Windy Creek","BLM","","","","","","","","Oregon","","","",NA,"","",0.0594530221018466
"564",990,"5","5.1008A","Rogue Wild and Scenic River","Rogue","Little Windy Creek","Scenic",1.2,NA,"headwaters","to the Wild Rogue Wilderness boundary in T. 33 S., R. 9 W., sec. 33, Willamette Meridian","BLM","","","","","","","","Oregon","","","",NA,"","",0.0207858936789502
"565",795,"SD3","SD3.3004","Little Beaver Creek Wild and Scenic River","Little Beaver Creek","North Fork Little Beaver Creek","Scenic",NA,NA,"The North Fork from its confluence with Brush Run","To its confluence with the main stem at Fredericktown","NPS","No","Yes","Yes","Yes","Yes","Yes","Yes","Ohio","","SD3.1","Fish, Geologic, Historic, Recreation, Scenic, Wildlife",NA,"","",0.0702001085815895
"566",796,"74","74.1002","Donner und Blitzen Wild and Scenic River","Donner und Blitzen","Donner und Blitzen-Fish Creek","Wild",NA,NA,"","","BLM","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Oregon","Pre-Historic","","Cultural, Fish, Geologic, Historic, Recreation, Scenery, Wildlife, Pre-Historic",NA,"","",0.263600979850518
"567",797,"74","74.1003","Donner und Blitzen Wild and Scenic River","Donner und Blitzen","Donner und Blitzen-Indian and Big Indian Creek","Wild",NA,NA,"","","BLM","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Oregon","Pre-Historic","","Cultural, Fish, Geologic, Historic, Recreation, Scenery, Wildlife, Pre-Historic",NA,"","",0.220857169358608
"568",798,"74","74.1004","Donner und Blitzen Wild and Scenic River","Donner und Blitzen","Donner und Blitzen-Little Blitzen River","Wild",NA,NA,"","","BLM","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Oregon","Pre-Historic","","Cultural, Fish, Geologic, Historic, Recreation, Scenery, Wildlife, Pre-Historic",NA,"","",0.257315535772452
"569",859,"77","77.2002","Grande Ronde Wild and Scenic River","Grande Ronde","Grande Ronde River","Wild",17.4,18.9,"Umatilla National Forest Boundary in section 11, T3N, R40E; between river mile 79 & 80","Wallowa-Whitman National Forest Boundary approximately one-half mile east of Grossman Creek; between river mile 62 & 63","USFS","No","Yes","No","No","Yes","Yes","Yes","Oregon","","","Fish, Recreation, Scenery, Wildlife",NA," UMATILLA NATIONAL FOREST, WALLOWA WHITMAN NATIONAL FOREST","WALLOWA, UNION",0.304714270432499
"570",915,"225","225.3001","Lower Farmington River and Salmon Brook Wild and Scenic River","Lower Farmington and Salmon Brook","Farmington River","Recreational",27.2,61.7,"0.2 miles below the tailrace of the Lower Collinsville Dam","Site of the Spoonville Dam inBloomfiled and East Grandby","NPS","Yes","No ","Yes","No","Yes","No","Yes","Connecticut","Water Quality","","Geology,Water Quality,Biological Diversity,Cultural Landscape and Recreation",NA,"","",0.453364155414703
"571",916,"225","225.3002","Lower Farmington River and Salmon Brook Wild and Scenic River","Lower Farmington and Salmon Brook","Farmington River","Recreational",8.1,61.7,"0.5 miles below the Rainbow Dam","Confluence with the Connecticut River in Windsor, Connecticut","NPS","Yes","No ","Yes","No","Yes","No","Yes","Connecticut","Water Quality","","Geology,Water Quality,Biological Diversity,Cultural Landscape and Recreation",NA,"","",0.134275443117992
"572",917,"225","225.3003","Lower Farmington River and Salmon Brook Wild and Scenic River","Lower Farmington and Salmon Brook","Salmon Brook","Recreational",2.4,61.7,"Confluence of the East and West Branches of Salmon Brook","Confluence with the Farmington River","NPS","Yes","No ","Yes ","No","Yes","No","Yes","Connecticut","Water Quality","","Geology,Water Quality,Biological Diversity,Cultural Landscape, and Recreation",NA,"","",0.0399169095420942
"573",962,"221","221.1001","Spring Creek Wild and Scenic River","Spring Creek","Spring Creek","Scenic",1.1,NA,"source at Shoat Springs in T. 40 S., R. 4 E., sec. 34, Willamette Meridian","the confluence with Jenny Creek in T. 41 S., R. 4 E., sec. 3, Willamette Meridian","BLM","","","","","","","","Oregon","","","",NA,"","",0.0210021796010033
"574",963,"5","5.1012B","Rogue Wild and Scenic River","Rogue","Jenny Creek","Wild",1.8,NA,"the Wild Rogue Wilderness boundary in T. 33 S., R. 9 W., sec. 28, Willamette Meridian","the confluence with the Rogue River","BLM","","","","","","","","Oregon","","","",NA,"","",0.0370065798009157
"575",964,"5","5.1013B","Rogue Wild and Scenic River","Rogue","Rum Creek","Wild",2.2,NA," the Wild Rogue Wilderness boundary in T. 34 S., R. 8 W., sec. 9, Willamette Meridian","the confluence with the Rogue River","BLM","","","","","","","","Oregon","","","",NA,"","",0.0343402107627359
"576",965,"5","5.1014A","Rogue Wild and Scenic River","Rogue","East Fork Rum Creek","Scenic",0.8,NA,"headwaters","the Wild Rogue Wilderness boundary in T. 34 S., R. 8 W., sec. 10, Willamette Meridian","BLM","","","","","","","","Oregon","","","",NA,"","",0.012347403434842
"577",799,"74","74.1005","Donner und Blitzen Wild and Scenic River","Donner und Blitzen","Donner und Blitzen-Little Indian Creek","Wild",NA,NA,"","","BLM","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Oregon","Pre-Historic","","Cultural, Fish, Geologic, Historic, Recreation, Scenery, Wildlife, Pre-Historic",NA,"","",0.0775431083705618
"578",800,"74","74.1006","Donner und Blitzen Wild and Scenic River","Donner und Blitzen","Donner und Blitzen-Main Stem","Wild",NA,NA,"","","BLM","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Oregon","Pre-Historic","","Cultural, Fish, Geologic, Historic, Recreation, Scenery, Wildlife, Pre-Historic",NA,"","",0.232550167736408
"579",860,"78","78.2001","Imnaha Wild and Scenic River","Imnaha","Imnaha River","Wild",15,77,"Headwaters of South Fork Imnaha River (Includes 9.0 mi segment of South Fork Imnaha to confluence with Imnaha; and next 6.0 mile segement from the North & South Forks Imnaha to main Imnaha River to Indian Crossing)","Indian Crossing Campground","USFS","No","Yes","No","Yes","Yes","Yes","Yes","Oregon","Botany, Traditional Cultural Use","","Fish, Historic, Recreation, Scenery, Wildlife, Botany, Traditional Cultural Use",NA," WALLOWA WHITMAN NATIONAL FOREST","UNION, WALLOWA",0.303267430682337
"580",861,"78","78.2002","Imnaha Wild and Scenic River","Imnaha","Imnaha River","Recreational",58,77,"Indian Crossing Campground","Cow Creek","USFS","No","Yes","No","Yes","Yes","Yes","Yes","Oregon","Botany, Traditional Cultural Use","","Fish, Historic, Recreation, Scenery, Wildlife, Botany, Traditional Cultural Use",NA," WALLOWA WHITMAN NATIONAL FOREST","WALLOWA",1.04377053842294
"581",862,"78","78.2003","Imnaha Wild and Scenic River","Imnaha","Imnaha River","Scenic",4,77,"Cow Creek","Confluence with W& S Snake River","USFS","No","Yes","No","Yes","Yes","Yes","Yes","Oregon","Botany, Traditional Cultural Use","","Fish, Historic, Recreation, Scenery, Wildlife, Botany, Traditional Cultural Use",NA," WALLOWA WHITMAN NATIONAL FOREST","WALLOWA",0.0608329661276348
"582",863,"79","79.1001","John Day Wild and Scenic River","John Day","John Day River","Recreational",NA,NA,"","","BLM","No","Yes","Yes","Yes","Yes","Yes","Yes","Oregon","Paleontological, Archaelogic","","Fish, Geologic, Historic, Recreation, Scenery, Wildlife, Paleontological, Archaelogic",NA,"","",2.60238501573201
"583",918,"225","225.3004","Lower Farmington River and Salmon Brook Wild and Scenic River","Lower Farmington and Salmon Brook","West Branch Salmon Brook","Recreational",12.6,61.7,"Headwaters in Hartland, Connecticut","Confluence with the East Branch of Salmon Brook","NPS","Yes","No","Yes","No","Yes","No","Yes","Connecticut","Water Quality","","Geology,Water Quality,Biological Diversity,Cultural Landscape, and Recreation",NA,"","",0.212379850110489
"584",991,"5","5.1008B","Rogue Wild and Scenic River","Rogue","Little Windy Creek","Wild",1.9,NA,"the Wild Rogue Wilderness boundary in T. 33 S., R. 9 W., sec. 34, Willamette Meridian","the confluence with the Rogue River","BLM","","","","","","","","Oregon","","","",NA,"","",0.0339318119447383
"585",992,"5","5.1011A","Rogue Wild and Scenic River","Rogue","Missouri Creek","Scenic",3.1,NA,"headwaters","the Wild Rogue Wilderness boundary in T. 33 S., R. 10 W., sec. 24, Willamette Meridian","BLM","","","","","","","","Oregon","","","",NA,"","",0.0477620474324587
"586",993,"5","5.1011B","Rogue Wild and Scenic River","Rogue","Missouri Creek","Wild",1.6,NA,"the Wild Rogue Wilderness boundary in T. 33 S., R. 10 W., sec. 24, Willamette Meridian","the confluence with Whisky Creek","BLM","","","","","","","","Oregon","","","",NA,"","",0.0271115609501827
"587",994,"5","5.1010A","Rogue Wild and Scenic River","Rogue","Mule Creek","Scenic",3.5,NA,"headwaters","the Wild Rogue Wilderness boundary in T.32 S. R. 9 W., sec 29, Willamette Meridian","BLM","","","","","","","","Oregon","","","",NA,"","",0.0605677367839422
"588",801,"74","74.1007","Donner und Blitzen Wild and Scenic River","Donner und Blitzen","Donner und Blitzen-Mud Creek","Wild",NA,NA,"","","BLM","No","No","No","No","No","No","No","Oregon","","","",NA,"","",0.0885384059861978
"589",802,"74","74.1008","Donner und Blitzen Wild and Scenic River","Donner und Blitzen","Donner und Blitzen-South Fork","Wild",NA,NA,"","","BLM","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Oregon","Pre-Historic","","Cultural, Fish, Geologic, Historic, Recreation, Scenery, Wildlife, Pre-Historic",NA,"","",0.284664592542439
"590",803,"74","74.1009","Donner und Blitzen Wild and Scenic River","Donner und Blitzen","Donner und Blitzen-South Fork","Wild",NA,NA,"","","BLM","No","No","No","No","No","No","No","Oregon","","","",NA,"","",0.0228363583877915
"591",804,"74","74.1010","Donner und Blitzen Wild and Scenic River","Donner und Blitzen","Donner und Blitzen-South Fork of Ankle Creek","Wild",NA,NA,"","","BLM","No","No","No","No","No","No","No","Oregon","","","",NA,"","",0.0279735967610012
"592",805,"75","75.2001","Eagle Creek Wild and Scenic River","Eagle Creek","Eagle Creek","Wild",4.5,28.9,"Headwaters of Eagle Creek at the outlet below Eagle Lake (T5S, R44E, Sec 16, WM)","Eagle Cap Wilderness Boundary near Hummingbird Mountain","USFS","Yes","Yes","Yes","Yes","Yes","Yes","No","Oregon","Paleontology","","Cultural, Fish, Geologic, Historic, Recreation, Scenery, Paleontology",NA," WALLOWA WHITMAN NATIONAL FOREST","BAKER, UNION",0.0771829571614488
"593",806,"75","75.2002","Eagle Creek Wild and Scenic River","Eagle Creek","Eagle Creek","Recreational",16.9,28.9,"Eagle Cap Wilderness Boundary near Hummingbird Mountain","Paddy Creek","USFS","Yes","Yes","Yes","Yes","Yes","Yes","No","Oregon","Paleontology","","Cultural, Fish, Geologic, Historic, Recreation, Scenery, Paleontology",NA," WALLOWA WHITMAN NATIONAL FOREST","BAKER",0.293427753970426
"594",864,"8","8.3001","Wolf Wild and Scenic River","Wolf","Wolf River","Scenic",NA,NA,"Langlade-Menominee County line ","0.5 miles upstream from Keshena Fall","NPS","No","No","No","No","No","No","No","Wisconsin","","8.1","",NA,"","",0.39694543294346
"595",865,"8","8.3002","Wolf Wild and Scenic River","Wolf","Wolf River","Recreational",NA,NA,"0.5 miles upstream from Keshena Fall","Keshena Falls","NPS","No","No","No","No","No","No","No","Wisconsin","","","",NA,"","",0.00844571944616293
"596",866,"SD9","SD9.2005","Klamath Wild and Scenic River","Klamath","South Fork Salmon River","Recreational",2.5,222.3,"Salmon River, South Fork - confluence with Cecil Creek in section 29, T38N R11W","Salmon River, South Fork - Saint Clair Creek in section 26, T38N R12W ","USFS, NPS","No","Yes","No","No","No","No","No","California","","","Fish",NA," KLAMATH NATIONAL FOREST, SIX RIVERS NATIONAL FOREST","SISKIYOU",0.0470333376449509
"597",867,"SD11","SD11.2005","Trinity Wild and Scenic River","Trinity","South Fork Trinity River","Recreational",6.1,141.1,"South Fork - Boundary of Sections 25 and 36, T3N, R6E","To the footbridge near the mouth of Underwood Creek","USFS, NPS","No","Yes","No","No","No","No","No","California","","","Fish",NA," SHASTA TRINITY NATIONAL FOREST, SIX RIVERS NATIONAL FOREST","TRINITY",0.16354498724194
"598",919,"225","225.3005","Lower Farmington River and Salmon Brook Wild and Scenic River","Lower Farmington and Salmon Brook","East Branch Salmon Brook","Recreational",11.4,61.7,"Massachusetts-Connecticut State line","Confluence with the West Branch of Salmon Brook","NPS","Yes","No","Yes","No","Yes","No ","Yes","Connecticut","Water Quality","","Geology,Water Quality,Biological Diversity,Cultural Landscape, and Recreation",NA,"","",0.205141790730711
"599",920,"227","227.3001","Nashua,Squannacook,and Nissitissit Wild and Scenic Rivers","Nashua,Squannacook,and Nissitissit","Nashua River","Scenic",27,52.8,"Confluence of the North and South Nashua Rivers in Lancaster, Massachusetts","Massachusetts-New Hampshire state line, excluding the Ice House hydrelectric project from 700 feet upstream from the crest of the dam to 500 feet downstream from the crest of the dam and the Pepperell hydroeclectric project, from 9,240 feet upstream from the crest of the dam to 1,000 feet downstream from the crest of the dam.","NPS","","","","","","","","Massachusetts","","","",NA,"","",0.410563699558901
"600",921,"227","227.3002","Nashua,Squannacook,and Nissitissit Wild and Scenic Rivers","Nashua,Squannacook,and Nissitissit","Squannacook River","Scenic",16.3,52.8,"Headwaters in Ash Swamp,Townsend, Massachusetts","Confluence of the river with the Nashua River in Shirley/Ayer, Massachusetts, excluding the Hollingsworth and Vose dam,from 1,200 feet upstream from the crest of the dam to 2,665 feet downstream from the crest of the dam.","NPS","","","","","","","","Massachusetts","","","",NA,"","",0.278342775972901
"601",922,"227","227.3003","Nashua,Squannacook,and Nissitissit Wild and Scenic Rivers","Nashua,Squannacook,and Nissitissit","Nissitissit River","Scenic",9.5,52.8,"Headwaters in Brookline, New Hampshire","Confluence of the river with the Nashua River in Pepperell, Massachusetts","NPS","","","","","","","","Massachusetts and New Hampshire","","","",NA,"","",0.190284451406601
"602",995,"5","5.1017A","Rogue Wild and Scenic River","Rogue","Hewitt Creek","Scenic",1.4,NA,"headwaters","the Wild Rogue Wilderness boundary in T. 33 S., R. 9 W., sec. 19, Willamette Meridian","BLM","","","","","","","","Oregon","","","",NA,"","",0.0195524723152324
"603",996,"5","5.1031A","Rogue Wild and Scenic River","Rogue","Long Gulch","Scenic",1.4,NA,"headwaters","the Wild Rogue Wilderness boundary in T. 33 S., R. 10 W., sec. 23, Willamette Meridian","BLM","","","","","","","","Oregon","","","",NA,"","",0.0204719504965524
"604",997,"5","5.1009B","Rogue Wild and Scenic River","Rogue","Howard Creek","Wild",6.9,NA,"0.1 miles downstream of road 34–9–34","the confluence with the Rogue River","BLM","","","","","","","","Oregon","","","",NA,"","",0.103431713112634
"605",998,"5","5.1001A","Rogue Wild and Scenic River","Rogue","Kelsey Creek","Scenic",0.2,NA,"the Wild Rogue Wilderness boundary in T. 32 S., R. 9 W., sec. 25, Willamette Meridian","the confluence with the Rogue River","BLM","","","","","","","","Oregon","","","",NA,"","",0.117646154946841
"606",807,"SD4","SD4.3001","New Wild and Scenic River","New","New River","Scenic",NA,NA,"The South Fork from its confluence with Dog Creek","downstream 22 miles to the confluence with the North Fork","NPS","No","No","No","No","No","No","No","North Carolina","","","Fish, Scenic, Recreational, Archaeological",NA,"","",0.353630163315108
"607",808,"SD4","SD4.3002","New Wild and Scenic River","New","New River","Scenic",NA,NA,"The main stem from the confluence of the North and South Forks with Dog Creek","downstream approximately 4.5 miles to the Virginia state line","NPS","No","No","No","No","No","No","No","North Carolina","","","Fish, Scenic, Recreational, Archaeological",NA,"","",0.0735840039258509
"608",809,"SD5","SD5.3001","St. Croix Wild and Scenic River","St. Croix","St. Croix River","Recreational",NA,NA,"North Stillwater","Confluence with the Mississippi River","NPS","Yes","No","Yes","No","Yes","Yes","No","Wisconsin, Minnesota","Aquatic, Riparian","SD5.1","Cultural, Geologic, Recreation, Scenic, Aquatic, Riparian",NA,"","",0.396444663533539
"609",810,"SD6","SD6.3001","Little Miami Wild and Scenic River","Little Miami","Little Miami River","Recreational",NA,NA,"Foster","Confluence of the Ohio River","NPS","No","Yes","Yes","Yes","Yes","No","Yes","Ohio","","SD6.1","Fish, Geologic, Historic, Recreation, Wildlife",NA,"","",0.476324104568466
"610",868,"SD11","SD11.2006","Trinity Wild and Scenic River","Trinity","South Fork Trinity River","Wild",7.3,141.1,"South Fork - the footbridge near the mouth of Underwood Creek","Todd Ranch in Section 18, T5N, R6E","USFS, NPS","No","Yes","No","No","No","No","No","California","","","Fish",NA," SHASTA TRINITY NATIONAL FOREST, SIX RIVERS NATIONAL FOREST","TRINITY, HUMBOLDT",0.15109041266307
"611",869,"SD11","SD11.2007","Trinity Wild and Scenic River","Trinity","South Fork Trinity River","Scenic",6.4,141.1,"South Fork - Todd Ranch in Section 18, T5N, R6E","To the confluence with the Trinity River.","USFS, NPS","No","Yes","No","No","No","No","No","California","","","Fish",NA," SHASTA TRINITY NATIONAL FOREST, SIX RIVERS NATIONAL FOREST","TRINITY, HUMBOLDT",0.197985784883585
"612",870,"SD11","SD11.2008","Trinity Wild and Scenic River","Trinity","Trinity River","Recreational",2,141.1,"Mainstem - From 100 yards below Lewiston Dam (mileage approximated)","To Shasta-Trinity Forest boundary, Section 17, T33N, R8W","USFS, NPS","No","Yes","No","No","No","No","No","California","","","Fish",NA," SHASTA TRINITY NATIONAL FOREST, SIX RIVERS NATIONAL FOREST","TRINITY",0.0231482828825199
"613",871,"SD11","SD11.2009","Trinity Wild and Scenic River","Trinity","Tinity River","Recreational",3,141.1,"Mainstem - Shasta-Trinity Forest boundary in north Section 4, T33N, R10W (mileage approximated)","To Shasta-Trinity Forest boundary in north Section 29, T33N, R10W","USFS, NPS","No","Yes","No","No","No","No","No","California","","","Fish",NA," SHASTA TRINITY NATIONAL FOREST, SIX RIVERS NATIONAL FOREST","TRINITY",0.0592946791356196
"614",923,"226","226.3008","Wood-Pawcatuck Watershed Wild and Scenic River","Wood-Pawcatuck","Pawcatuck River","Scenic",21,110,"Carolina Back Road Bridge in Richmond and Charlestown, Rhode Island","Confluence with Shunock River in Stonington, Connecticut","NPS","","","","","","","","Rhode Island and Connecticut","","","",NA,"","",0.351610210375001
